,GSM5429653_T1,GSM5429654_T2,GSM5429655_T3,GSM5429656_T-7P,GSM5429657_T-7V,GSM5429658_T-14P,GSM5429659_T-14V,GSM5429660_T-30P,GSM5429661_T-30V
Gm4035,30,3,0,0,1,0,0,2,0
Gm47732,1,1,0,0,0,0,0,0,0
Gm30918,0,0,0,0,0,0,0,0,0
Gm47754,0,0,0,0,0,0,0,0,0
AI463229,1,0,0,0,0,0,1,0,0
Gm31600,1,1,0,0,0,0,0,0,1
Rreb1,541,75,21,1,38,8,14,4,17
Gm46411,2,0,0,0,0,0,0,0,0
Ssr1,4548,733,190,82,383,143,140,79,85
Cage1,11,2,1,0,0,0,1,1,1
Riok1,825,111,33,15,56,27,25,16,13
Dsp,0,0,0,0,0,1,2,0,1
Snrnp48,917,126,38,16,79,39,36,29,34
Bmp6,16,2,1,2,12,28,3,34,4
Txndc5,4657,504,156,56,398,151,145,67,107
Gm31834,4,3,0,0,1,0,0,0,0
Bloc1s5,213,18,3,5,15,3,6,1,3
Eef1e1,525,92,31,13,37,15,14,8,12
Slc35b3,383,32,7,4,32,8,17,9,8
Gm26514,15,1,0,0,0,0,1,0,1
5033403F01Rik,3,0,0,0,0,0,0,1,0
Gm47348,0,0,1,0,1,0,0,2,1
Gm47316,0,0,0,0,0,0,0,0,0
Ofcc1,0,0,0,0,0,0,0,0,0
Tfap2a,10,0,4,5,14,6,3,18,6
Gm47061,0,0,0,0,0,0,0,0,0
Gm26688,1,0,0,1,2,0,0,0,0
Gcnt2,297,93,14,8,35,13,7,21,15
Gm31683,12,3,0,0,2,3,1,2,0
A730081D07Rik,1,0,0,1,1,0,0,0,0
Pak1ip1,1006,174,46,15,74,33,21,42,28
Tmem14c,3221,507,155,62,320,91,85,68,81
Mak,0,0,0,0,0,0,0,0,0
Elovl2,1,1,0,0,1,0,0,0,0
Smim13,574,40,16,5,38,21,21,12,12
Nedd9,480,65,24,3,28,22,24,12,10
Gm26877,0,1,0,0,0,0,0,0,0
Gm32401,1,1,0,0,0,0,0,1,0
Tmem170b,194,16,13,7,17,8,11,6,6
Adtrp,16,2,1,0,1,0,0,0,0
Gm28707,37,4,1,0,3,0,2,0,3
Hivep1,768,108,34,8,67,25,27,28,11
Edn1,64,15,4,0,30,3,4,3,7
Phactr1,349,50,8,2,27,18,9,6,7
Tbc1d7,228,23,9,5,12,14,9,3,8
Gfod1,62,14,2,2,7,4,2,6,2
Sirt5,195,30,3,3,17,8,11,9,10
Nol7,1691,236,87,24,129,45,72,40,52
Ranbp9,1108,123,38,11,58,18,31,15,19
Gm32939,1,0,0,0,0,0,0,0,0
Mcur1,860,98,32,5,42,23,26,17,16
Rnf182,6,2,0,2,0,0,1,0,0
Cd83,8,2,3,0,7,2,6,7,2
Gm33115,0,0,0,0,0,0,0,0,0
Gm33195,9,0,0,1,2,0,0,1,0
A330076C08Rik,3,3,3,0,0,0,0,0,0
Gm29676,1,0,0,0,0,1,0,0,0
Gm34084,4,1,3,0,1,2,0,0,0
Gm47792,1,0,0,0,0,0,0,0,0
Jarid2,415,71,23,7,32,16,11,15,16
Dtnbp1,1935,320,111,21,212,44,71,56,47
Gm9817,0,0,1,0,0,0,0,2,1
Mylip,1458,222,63,17,129,43,75,34,38
Gmpr,50,4,2,2,3,3,4,0,2
Atxn1,1276,117,33,8,49,27,35,12,22
4930453C13Rik,0,0,0,0,0,0,0,0,0
5033430I15Rik,16,5,2,3,7,3,1,2,5
Stmnd1,36,1,0,0,2,0,0,0,0
Rbm24,109,14,8,3,11,1,0,0,8
Cap2,57,9,4,0,2,4,5,0,6
Fam8a1,1261,131,49,13,73,29,23,13,15
Nup153,557,131,48,15,59,25,34,22,24
Kif13a,352,57,10,4,29,10,7,6,3
Nhlrc1,37,2,1,0,2,1,1,0,0
Tpmt,263,29,12,5,11,7,13,5,9
Kdm1b,236,21,8,3,16,9,12,8,5
Dek,2170,330,136,70,171,79,83,57,61
Rnf144b,16,1,0,8,7,1,0,2,1
A930002C04Rik,1,0,0,0,0,1,0,0,0
Gm36101,0,0,0,0,0,0,0,0,0
Gm36346,2,0,0,0,1,0,0,1,0
Id4,230,83,20,10,56,13,30,13,15
Zfp169,33,4,6,1,3,2,1,0,3
A830005F24Rik,0,0,0,0,1,0,0,0,0
6720427I07Rik,59,20,10,7,12,7,5,3,6
Ptpdc1,207,16,5,2,17,4,6,7,2
Phf2,890,99,37,14,60,21,31,13,19
Phf2os1,7,0,1,0,2,2,0,0,2
Fam120a,1956,286,83,21,132,71,59,48,58
Fam120aos,54,4,2,0,4,2,5,3,2
Wnk2,2,0,0,0,0,0,0,1,0
Ninj1,517,90,32,19,67,29,28,23,15
Card19,612,120,47,31,99,39,31,33,29
Susd3,0,0,1,0,0,0,2,0,0
Fgd3,0,0,0,0,1,1,1,0,0
Bicd2,935,127,38,10,58,32,42,18,30
Ippk,150,19,6,2,8,5,5,2,0
Cenpp,47,4,6,5,4,2,5,2,0
Tes3-ps,18,5,1,1,2,0,1,4,0
Ecm2,2781,198,70,23,164,70,114,35,79
Aspn,13906,1034,281,123,749,423,446,133,117
Omd,602,58,7,2,26,24,13,5,8
Ogn,8113,1419,272,31,697,183,325,111,60
Nol8,305,53,14,2,29,11,9,11,7
Iars,669,69,20,6,33,13,14,12,4
Fbxw17,222,12,3,4,23,5,2,4,2
Spin1,959,126,49,16,70,27,35,20,19
Nxnl2,6,6,0,0,1,0,0,2,1
Gm32834,1,0,0,0,0,0,0,1,1
S1pr3,282,82,15,3,21,36,13,7,10
Shc3,0,0,0,0,0,1,0,0,0
Cks2,455,125,31,46,106,79,28,7,16
Secisbp2,349,38,9,3,27,10,16,3,9
Sema4d,15,1,3,1,2,0,3,1,1
Gadd45g,7214,1970,618,97,1061,332,561,238,220
Gm48190,3,0,0,0,1,0,0,0,0
Gm48199,16,0,0,0,0,0,0,0,0
Diras2,1,0,0,0,0,0,0,0,0
Syk,81,22,16,1,11,5,14,4,2
BB123696,6,6,1,0,2,0,1,0,0
Auh,809,105,31,10,47,27,26,25,29
Nfil3,976,428,129,42,179,62,123,38,52
Gm33424,0,0,0,0,0,0,0,0,0
Gm48336,1,1,0,1,0,0,0,0,2
Ror2,560,50,14,9,47,14,10,14,10
Sptlc1,594,40,24,2,31,10,16,8,6
Msx2,23,3,1,5,5,6,1,4,2
Drd1,44,1,1,1,0,0,0,1,0
Sfxn1,1540,212,52,11,115,32,31,25,28
Hrh2,8,2,0,0,1,0,0,0,1
Gm48623,7,0,1,0,0,0,0,0,0
Cplx2,149,9,2,4,16,3,3,1,2
Thoc3,484,64,19,6,42,16,15,10,11
Simc1,126,58,17,6,36,7,18,4,3
4833439L19Rik,993,116,40,15,79,24,29,20,27
Arl10,79,4,1,0,3,3,2,0,3
Nop16,432,86,38,14,45,13,8,12,16
Higd2a,1845,280,81,50,152,70,74,55,59
Cltb,2696,466,168,22,204,84,98,53,60
Faf2,904,104,30,10,58,25,32,17,24
Rnf44,423,60,30,11,53,11,24,11,17
Gprin1,10,1,0,0,0,0,0,0,0
Sncb,6,0,1,7,18,0,0,5,1
Tspan17,820,116,22,31,118,30,50,20,23
Unc5a,19,4,0,0,5,0,3,0,1
Hk3,0,0,1,0,0,0,0,0,0
Uimc1,723,99,36,13,63,20,25,18,18
Zfp346,266,19,7,6,12,2,7,1,2
Fgfr4,477,50,22,6,28,25,28,2,7
Nsd1,1291,131,39,29,83,41,56,31,39
Rab24,1092,92,31,22,69,37,51,24,20
Prelid1,2542,403,115,71,256,98,87,55,76
Mxd3,65,3,3,8,8,5,1,0,0
Lman2,2313,393,121,35,213,78,74,53,61
Rgs14,0,1,1,0,1,0,0,0,0
Slc34a1,0,0,1,0,0,0,0,0,0
Grk6,435,61,22,3,36,16,11,12,9
Prr7,132,18,5,9,23,12,9,3,4
Dbn1,1033,80,39,16,108,36,24,20,37
Pdlim7,1057,166,59,24,136,52,52,25,23
Dok3,4,6,1,0,2,0,8,2,0
Ddx41,568,169,46,9,42,17,19,13,13
Fam193b,599,36,13,10,44,16,21,14,20
Tmed9,6872,916,276,117,605,219,277,139,157
B4galt7,271,30,9,0,20,9,7,4,4
Caml,615,93,33,14,53,24,30,21,17
Ddx46,1057,107,42,17,85,27,23,31,24
B230219D22Rik,1670,169,50,27,105,64,54,40,34
Txndc15,1491,223,64,30,106,57,58,38,30
Pcbd2,720,150,50,18,76,27,27,17,24
Catsper3,4,0,0,0,0,0,0,0,0
Pitx1,28,0,0,0,0,0,0,0,1
Gm47071,2,0,0,1,0,0,0,1,0
H2afy,2158,298,106,35,227,70,81,56,45
Tifab,0,0,0,0,0,0,0,0,0
Cxcl14,2683,905,420,22,521,61,421,302,186
Gm10782,0,0,0,0,0,0,0,0,0
Slc25a48,1,0,0,0,0,0,0,0,1
Fbxl21,22,1,0,0,1,2,0,0,0
Tgfbi,16853,1148,429,68,422,128,228,59,148
Smad5,1583,133,49,13,72,32,36,26,31
Spock1,8,0,0,5,11,0,6,20,9
Klhl3,3,0,0,0,0,0,1,1,0
Hnrnpa0,5036,961,280,188,610,214,258,143,158
Idnk,870,110,27,10,68,13,29,17,20
Ubqln1,1092,165,44,17,89,46,31,24,28
Gkap1,903,140,52,8,86,38,30,32,26
Gm26555,0,3,0,0,0,0,0,0,0
Kif27,2,1,0,0,0,0,0,0,2
2210016F16Rik,722,102,28,6,61,18,14,14,9
Hnrnpk,8461,1129,351,110,499,211,224,159,164
Rmi1,186,35,7,3,10,6,4,2,5
Slc28a3,2,2,2,0,1,0,1,1,1
4930455J16Rik,1,0,1,0,0,0,0,0,1
Ntrk2,1437,214,61,6,142,30,75,18,27
Gm47423,4,0,0,0,0,0,0,0,0
Gm34354,1,0,0,0,0,0,0,0,0
Gm34721,0,1,0,1,0,0,0,0,0
Gm34788,3,5,0,1,2,1,0,0,0
Agtpbp1,850,109,27,16,58,24,34,16,14
Naa35,680,61,27,14,52,24,25,18,21
Golm1,226,29,14,6,25,11,11,4,3
Spata31d1a,1,1,1,0,1,0,0,0,1
Spata31d1d,1,0,0,0,0,0,0,0,0
4930528D03Rik,0,1,0,0,1,0,1,1,1
1700014D04Rik,2,1,0,0,0,0,0,0,0
Isca1,354,97,40,11,71,29,49,16,22
Etohd2,21,7,2,0,2,0,1,1,3
Zcchc6,1486,286,76,28,142,78,55,46,46
Gm34961,23,3,0,0,3,1,1,1,3
A530065N20Rik,10,2,0,0,0,0,0,1,0
Gm48397,3,0,0,0,0,0,0,0,0
Gas1,20222,2004,624,61,490,290,287,129,201
Gm48488,7,2,0,0,2,0,0,0,0
Gm5084,164,12,0,0,5,2,5,2,4
Gm35333,3,1,0,0,0,0,0,0,0
A530001N23Rik,6,0,0,0,0,0,0,0,0
Dapk1,6000,607,213,26,370,98,172,42,108
4930486L24Rik,15,15,0,0,0,0,1,0,0
Ctla2b,12,1,1,0,0,0,0,1,0
Ctla2a,113078,4550,597,4,78,16,56,326,378
Gm48116,0,0,0,0,0,0,1,0,0
Zfp808,8,2,0,0,1,0,2,1,0
Gm19792,2,0,0,0,0,0,0,0,0
Gm3604,30,2,1,0,1,2,0,1,0
Gm49359,174,92,42,19,152,5,17,50,61
Zfp934,71,6,2,3,6,5,4,3,5
6720489N17Rik,47,8,4,0,3,2,1,1,0
Platr25,112,5,3,0,4,1,1,2,2
Gm5141,35,2,1,1,3,1,3,0,0
Fbp2,1,0,0,0,0,0,0,0,0
Fbp1,1,0,0,0,0,1,0,0,2
2010111I01Rik,732,72,10,23,74,53,44,38,36
Fancc,451,23,8,2,21,7,17,5,6
Gm16907,21,2,0,1,2,1,3,0,0
Gm16133,1,8,2,1,1,3,0,0,0
Ptch1,767,30,8,43,147,61,23,69,67
Gm30655,3,1,0,0,0,1,0,0,0
Gm47418,1,1,0,0,0,0,0,0,0
Ercc6l2,451,44,6,5,21,8,9,11,13
Slc35d2,153,18,4,1,8,3,3,3,3
Zfp367,106,16,7,4,11,11,3,1,3
Habp4,404,41,19,7,37,20,17,6,9
Cdc14b,880,62,26,12,53,25,34,8,21
1810034E14Rik,133,17,5,1,4,2,3,2,1
Aaed1,1733,199,56,29,95,45,54,27,27
Gm47003,2,0,0,0,1,0,0,0,0
Ctsl,32421,4232,1192,232,2165,634,978,488,482
Gm47123,9,4,2,1,4,1,3,0,0
Cdk20,368,22,4,1,12,4,7,3,7
Prss47,0,1,0,1,1,0,0,1,0
Mfsd14b,927,85,34,5,49,23,23,13,20
Gm36445,38,0,0,1,2,1,1,0,2
Zfp369,142,13,5,2,7,2,0,10,3
Uqcrb,7354,1018,338,125,549,182,172,150,171
Gm10767,11,0,2,0,0,0,0,0,0
Mterf3,318,63,26,8,44,13,16,17,17
Ptdss1,781,91,27,5,43,21,20,15,8
4933433G19Rik,0,0,0,0,1,0,0,0,0
Zfp712,34,2,0,1,0,2,0,1,2
Gm46440,3,2,0,0,1,0,2,1,0
Gm28557,38,7,2,0,3,1,3,1,0
Rslcan18,1,0,0,0,0,0,0,0,0
Zfp759,29,1,1,0,2,0,0,2,2
Rsl1,52,8,2,2,8,1,1,1,2
Zfp455,18,1,0,0,1,0,0,2,1
Gm49064,3,1,0,0,0,1,0,1,0
Zfp458,48,0,0,3,1,0,3,0,5
Zfp457,2,0,0,0,0,0,0,0,0
Gm48824,2,0,0,0,0,1,0,0,0
Zfp595,94,7,3,0,3,1,3,1,2
Zfp953,48,2,4,2,3,0,0,2,2
Gm28041,3,0,0,0,1,1,1,0,0
Zfp456,22,5,1,0,1,0,0,0,0
Zfp429,64,16,5,2,7,3,0,3,0
Zfp459,4,1,1,1,0,0,1,0,2
Zfp874a,148,12,4,2,10,2,3,2,4
Zfp874b,130,7,3,1,8,3,1,2,4
Gm48899,2,0,0,0,0,0,0,0,0
Zfp58,56,5,2,5,4,0,2,2,4
Zfp87,202,28,13,2,18,8,12,5,12
Zfp748,101,5,5,2,6,3,2,0,4
9430065F17Rik,11,6,2,1,2,3,1,2,1
Zfp729b,186,12,5,0,4,2,1,2,4
Zfp729a,199,16,7,0,6,4,1,4,1
Zfp738,247,20,4,3,14,1,4,11,5
Zfp65,134,14,1,1,7,3,5,4,0
Zfp85,40,2,1,0,3,0,3,0,1
Zfp493,20,0,0,0,1,0,1,1,0
4930525G20Rik,6,0,0,0,0,0,0,0,0
Zfp273,61,2,2,0,2,2,1,1,0
Gm10037,10,2,0,1,1,1,0,1,0
Mtrr,168,25,7,0,12,3,2,0,1
Fastkd3,109,11,8,1,10,4,2,3,5
1700001L19Rik,5,1,0,0,0,0,0,1,0
Adcy2,355,31,5,1,26,4,9,10,6
Gm35161,6,1,0,0,0,1,0,0,0
Papd7,582,91,23,14,45,26,30,8,12
Nsun2,1031,141,42,12,50,12,24,19,17
A530095I07Rik,6,0,0,1,1,0,0,0,1
Srd5a1,70,11,6,0,11,1,1,3,4
Ube2ql1,13,0,0,0,1,3,1,0,0
Med10,1263,174,61,21,95,23,27,30,42
Gm26819,0,0,0,0,0,0,0,0,0
Ice1,481,47,9,6,22,19,13,9,7
Gm36426,4,0,0,0,0,0,0,0,0
Adamts16,16,0,2,1,3,0,0,3,0
Irx1,2097,586,237,26,169,37,94,38,40
Gm20554,109,12,0,0,4,3,1,1,0
Irx2,2190,454,145,29,144,47,54,44,43
Irx4,0,0,0,0,0,0,0,0,0
Ndufs6,2935,468,160,54,233,89,99,56,86
Mrpl36,1280,171,61,21,106,31,34,40,41
Lpcat1,497,39,24,2,25,11,11,8,14
Clptm1l,2136,255,112,27,163,56,59,49,41
Tert,16,4,0,0,1,0,0,0,1
Slc6a19,2,1,0,0,0,0,0,0,0
Slc12a7,36,7,2,3,6,2,1,2,0
Nkd2,1170,89,15,29,68,50,25,22,23
Trip13,86,6,11,3,8,3,1,0,1
Brd9,756,115,35,15,94,37,39,20,16
Tppp,64,5,2,0,6,0,2,1,3
Cep72,16,0,1,0,4,1,1,0,0
Exoc3,869,119,28,10,48,17,16,15,14
Ahrr,341,18,10,1,9,5,1,0,4
Pdcd6,2961,373,109,30,189,64,66,57,50
Sdha,2001,244,79,23,95,42,42,37,39
Ccdc127,1076,118,43,26,106,32,47,21,30
Lrrc14b,0,0,0,0,0,1,0,0,0
Zfp72,52,1,1,0,1,0,1,0,2
Ftl1-ps1,371,80,32,13,97,17,51,20,22
Gm47428,5,6,3,1,1,1,0,0,1
E430024I08Rik,92,3,3,1,8,5,1,1,3
CT009718.2,0,0,0,0,0,0,0,0,1
Zfp825,161,16,5,0,12,3,7,4,5
CT009718.1,0,0,1,0,0,0,0,0,0
Gm47467,3,0,0,0,0,0,0,1,1
Gm47469,39,1,1,1,1,1,0,2,2
Gm46430,152,14,4,4,11,2,0,2,3
Erap1,776,123,37,6,53,18,22,14,13
Cast,3154,425,113,30,177,62,95,56,66
Pcsk1,3,0,0,0,0,0,0,0,0
Ell2,1300,319,95,19,93,30,48,10,44
Glrx,1476,178,30,11,40,1,8,7,11
Rhobtb3,1454,145,35,16,69,49,34,25,40
Spata9,17,0,0,0,0,0,0,0,0
Rfesd,209,13,5,3,12,4,4,4,3
Gpr150,0,0,0,0,0,0,0,0,0
Arsk,413,42,22,6,26,17,22,3,8
Ttc37,567,61,13,4,26,9,14,8,20
Mctp1,4,2,0,0,1,1,0,1,1
Slf1,326,16,7,1,21,6,3,7,5
2210408I21Rik,134,19,3,1,7,6,3,6,4
Fam172a,948,113,36,13,45,19,34,18,13
Pou5f2,224,22,3,3,8,4,5,5,8
Gm38604,0,0,0,0,0,0,0,0,0
3110006O06Rik,11,0,0,0,0,0,0,0,1
Nr2f1,86,7,4,7,27,24,10,2,1
A830082K12Rik,34,2,3,2,11,4,7,3,4
Gm31946,2,0,0,0,0,2,0,0,1
Arrdc3,2542,251,115,30,118,41,40,83,35
5430425K12Rik,3,0,0,0,0,0,0,0,0
Gm4211,3,0,0,0,1,0,1,0,0
9330111N05Rik,5,0,0,0,0,0,0,0,0
Adgrv1,18,2,3,1,0,1,0,0,2
Lysmd3,1030,298,64,22,119,31,56,25,35
Polr3g,27,5,1,2,7,0,0,3,1
Mblac2,54,8,1,0,6,3,2,0,1
Gm17259,20,5,2,1,4,1,0,1,1
Cetn3,1946,253,84,41,168,83,72,78,69
2310067P03Rik,4,0,0,0,0,0,0,0,0
Mef2c,1524,143,46,38,131,70,57,54,66
A230107N01Rik,1,0,0,0,0,0,0,0,0
Tmem161b,175,18,7,0,15,11,11,8,3
Ccnh,805,124,37,14,44,15,23,15,15
Rasa1,1222,140,37,12,88,51,36,24,44
Cox7c,12216,1935,574,259,1264,401,430,274,396
Edil3,123,4,5,3,13,16,5,2,6
Hapln1,16,0,0,0,1,0,0,0,0
Vcan,6804,600,155,114,583,255,473,338,300
Gm4117,165,13,3,1,9,0,3,1,3
Xrcc4,179,31,6,2,17,12,4,4,8
Tmem167,5209,651,206,76,375,153,188,85,109
Atp6ap1l,16,1,0,0,1,0,0,0,4
Rps23,57496,9428,2704,909,4161,1349,1594,1126,1426
Atg10,384,43,12,4,42,9,13,9,4
A830009L08Rik,1,2,1,0,0,1,1,1,0
Ssbp2,1607,174,60,40,144,59,75,71,60
4833422C13Rik,43,2,0,0,8,6,4,0,2
Acot12,3,1,0,0,0,1,0,1,0
Zcchc9,734,119,41,16,74,27,27,21,24
Ckmt2,0,0,0,1,0,0,0,0,0
Rasgrf2,2,1,0,0,0,0,2,0,0
Msh3,330,8,4,5,10,6,11,5,3
Dhfr,190,25,23,11,14,7,5,2,6
C030017D09Rik,0,0,0,0,1,1,0,0,1
Fam151b,99,22,7,3,10,6,6,4,6
Zfyve16,676,50,19,4,35,22,14,10,16
Serinc5,894,53,44,15,58,19,20,13,19
Thbs4,3194,332,36,7,189,474,49,119,111
Mtx3,146,15,4,1,11,2,1,0,1
Cmya5,148,5,2,5,9,4,4,2,2
Gm4814,0,0,0,0,1,0,0,0,0
A630019I02Rik,1,0,0,0,0,0,0,0,0
Papd4,820,87,20,8,51,23,18,14,12
Homer1,295,153,72,18,113,34,39,25,23
Jmy,631,96,35,14,61,24,25,19,19
Bhmt,0,0,0,0,0,0,0,0,1
Arsb,1202,87,23,15,94,42,37,17,27
Lhfpl2,1413,119,38,8,52,38,40,8,17
Scamp1,490,64,16,3,30,12,25,8,3
Gm32089,4,0,1,0,0,0,0,0,0
Ap3b1,905,105,27,9,66,21,28,12,15
Tbca,5077,840,277,86,407,131,139,94,116
Wdr41,324,25,9,4,11,13,9,5,4
Gm48420,14,5,4,0,1,0,2,0,0
Pde8b,3,0,0,2,1,3,3,2,0
Zbed3,593,50,23,5,31,18,15,13,14
Aggf1,654,90,37,9,47,11,25,13,13
S100z,1,1,0,0,0,0,0,0,0
F2rl1,295,7,1,0,12,1,4,2,0
F2r,1482,84,23,28,71,60,45,14,29
Iqgap2,312,46,17,3,25,17,22,4,4
F2rl2,0,0,0,0,0,0,0,0,0
Sv2c,20,0,0,0,2,0,0,0,0
Gm20075,21,2,0,0,2,2,0,1,0
Poc5,239,23,7,3,15,8,8,5,4
Polk,162,24,10,4,18,4,8,1,10
Col4a3bp,942,90,42,8,53,32,15,13,15
Gm48133,1,0,0,0,0,0,0,0,0
Hmgcr,444,95,22,16,52,26,25,17,25
Gcnt4,24,0,0,0,7,2,4,2,2
Fam169a,4,0,0,0,0,0,0,0,0
Gm6169,30,12,2,1,9,4,4,1,0
Nsa2,3964,760,251,82,406,157,176,110,120
Gfm2,141,21,2,3,11,4,5,2,2
Hexb,2398,287,95,16,127,47,72,27,25
Enc1,1824,781,217,6,119,106,48,31,39
Gm33447,0,0,1,0,0,0,0,0,0
Lncenc1,1,1,0,0,0,1,0,0,0
Gm2379,17,3,0,1,0,1,0,0,1
Gm5086,6,1,0,0,1,0,0,0,0
5330416C01Rik,13,0,0,0,0,1,0,1,0
Gm26619,3,0,2,2,0,0,1,2,0
Gm10260,62,8,2,2,5,3,0,44,44
Arhgef28,73,9,1,2,26,13,12,9,2
Utp15,177,41,17,5,13,4,10,2,6
Ankra2,383,59,18,6,40,17,17,10,11
Btf3,16633,2197,751,276,1236,334,422,347,394
Foxd1,86,23,3,19,45,6,14,14,18
Gm10320,70,7,1,1,5,0,3,5,6
Tmem171,0,0,0,0,0,0,0,0,0
Gm9465,11,0,1,0,2,0,1,1,0
Fcho2,1156,152,50,19,72,32,47,23,28
Gm47551,1,9,4,0,1,0,3,1,1
Tnpo1,1749,206,62,21,111,34,56,38,32
Gm35279,0,0,0,0,0,0,0,0,0
A930014D07Rik,0,0,0,0,0,0,0,0,0
Zfp366,1,0,0,0,0,1,0,0,0
Ptcd2,352,34,12,1,15,3,5,7,3
Mrps27,143,18,4,4,6,1,0,8,2
Map1b,1475,156,51,35,118,84,57,22,30
